-0.227;9.739;-0.574
-0.174;9.428;-0.964
-0.531;9.687;-1.12
-0.996;10.501;-0.342
-0.842;10.668;-0.198
-0.545;10.06;-0.897
-0.636;9.715;-1.249
-0.488;9.804;-1.17
-0.134;9.754;-0.411
-0.102;9.651;-0.141
-0.299;9.526;-0.727
-0.521;9.689;-1.142
-0.622;9.917;-0.852
-0.691;9.857;-0.474
-0.514;9.66;-0.675
-0.28;9.624;-1.055
-0.131;9.706;-1.007
-0.22;9.749;-0.871
-0.421;9.921;-0.897
-0.562;10.063;-1.007
-0.584;10.039;-1.015
-0.557;9.941;-0.95
-0.543;9.926;-0.766
-0.519;9.981;-0.541
-0.447;9.998;-0.354
-0.383;9.902;-0.193
-0.354;9.768;0.028
-0.428;9.629;0.158
-0.529;9.445;0.09
-0.701;9.409;-0.136
-0.663;9.371;-0.778
-0.699;9.907;-0.814
-0.668;10.034;-0.268
-0.653;9.569;-0.081
-0.557;9.493;-0.383
-0.574;9.735;-0.531
-0.543;9.682;-0.385
-0.457;9.27;-0.174
-0.462;8.942;0.107
-0.502;8.688;0.294
-0.524;8.219;0.299
-0.49;7.453;0.359
-0.464;6.567;0.6
-0.524;5.913;1.187
-0.627;5.291;1.857
-0.644;4.857;2.765
-0.612;5.425;3.766
-0.66;6.763;3.912
-0.553;8.293;3.299
-0.354;9.064;3.21
-0.359;9.069;4.307
-0.557;8.071;5.418
-0.833;7.245;5.415
-1.012;7.194;5.099
-0.926;7.862;5.466
-0.749;8.171;6.385
-0.706;7.903;6.912
-0.509;7.625;7.216
-0.263;7.616;7.242
-0.196;7.793;7.067
-0.26;7.915;6.876
-0.397;7.917;7.022
-0.392;7.611;7.565
-0.433;7.247;7.946
-0.514;6.948;7.81
-0.533;6.62;7.532
-0.493;6.495;7.525
-0.514;6.411;7.913
-0.617;6.311;8.111
-0.727;6.354;8.138
-0.708;6.577;8.279
-0.545;6.68;8.593
-0.27;6.373;8.739
-0.275;6.141;8.842
-0.445;6.035;8.846
-0.624;5.923;8.775
-0.773;5.351;8.674
-0.61;4.601;8.667
-0.61;5.114;8.844
-0.691;6.577;8.748
-0.792;6.478;8.248
-0.806;5.48;8.317
-0.464;5.655;9.031
-0.299;4.527;9.895
0.04;4.901;9.397
0.229;5.035;8.298
0.196;4.903;8.566
-0.253;4.434;9.44
-0.9;4.3;9.821
-0.979;4.714;9.423
-0.608;4.348;9.354
-0.289;4.211;9.809
-0.275;3.996;10.01
-0.548;4.534;9.562
-0.811;4.544;9.182
-0.754;4.108;9.603
-0.509;4.187;10,00000
-0.466;4.676;10.439
-0.691;5.037;10.067
-0.77;4.529;10.154
-0.864;4.429;10.824
-0.802;4.62;10.97
-0.481;4.644;10.723
-0.313;4.364;10.422
-0.344;4.087;10.182
-0.445;3.9;10.161
-0.409;3.641;9.96
-0.373;3.493;9.653
-0.44;3.483;9.55
-0.56;3.421;9.452
-0.538;3.387;9.38
-0.33;3.354;9.495
-0.16;3.481;9.478
-0.057;3.591;9.445
-0.117;3.809;9.979
-0.249;3.993;10.362
-0.284;4.278;10.482
-0.181;4.367;10.862
-0.258;4.676;11.205
-0.39;4.632;11.286
-0.538;4.946;10.992
-0.6;4.996;10.996
-0.512;5.004;11.008
-0.342;4.987;10.96
-0.313;5.047;10.999
-0.325;5.071;10.893
-0.342;5.066;10.609
-0.373;5.128;10.41
-0.328;5.109;10.118
-0.39;5.068;9.718
-0.351;5.061;9.555
-0.292;5.097;9.49
-0.131;5.121;9.11
0.023;5.128;8.657
0.172;5.106;8.494
0.234;5.08;8.415
0.088;5.138;8.372
-0.093;5.243;8.269
-0.11;5.272;8.291
-0.119;5.308;8.418
-0.205;5.413;8.367
-0.289;5.6;8.372
-0.325;5.724;8.138
-0.256;5.842;7.836
-0.148;5.83;7.625
-0.167;5.763;7.261
-0.316;6.11;7.039
-0.217;6.672;7.07
0.059;6.711;7.656
-0.062;6.744;8.147
-0.359;7.398;7.939
-0.196;7.951;7.494
0.098;7.898;7.757
0.296;7.69;7.982
0.411;7.709;7.589
0.588;7.776;7.048
0.761;7.221;6.955
0.409;7.125;6.826
0.191;7.144;6.457
0.016;7.302;5.662
-0.083;7.058;4.996
-0.1;6.553;5.073
-0.129;6.507;5.147
-0.237;6.917;4.034
-0.373;6.969;3.323
-0.339;6.392;3.742
-0.26;6.244;3.972
0.055;6.261;3.328
-0.079;6.282;2.449
-0.22;6.316;1.563
0.105;6.28;0.339
0.55;6.155;-0.337
0.703;6.292;-0.713
0.366;7.024;-0.988
-0.241;8.298;-1.386
-0.402;9.301;-1.915
-0.342;10.455;-2.576
-0.368;12.007;-2.762
-0.253;12.213;-2.063
-0.263;11.617;-1.146
-0.26;10.668;-0.881
-0.239;9.711;-1.812
-0.5;9.191;-2.679
-0.883;9.083;-2.48
-0.926;9.103;-1.788
-0.842;8.889;-1.426
-0.806;8.387;-1.458
-0.742;8.688;-1.283
-0.543;9.68;-1.122
-0.316;10.453;-1.266
-0.198;10.288;-1.324
-0.241;9.924;-0.924
-0.256;9.84;-0.814
-0.533;9.984;-1.158
-0.694;10.058;-1.558
-0.66;9.83;-1.537
-0.591;9.569;-1.331
-0.488;9.481;-1.247
-0.462;9.66;-1.204
-0.438;9.797;-1.065
-0.418;9.78;-1.022
-0.356;9.809;-0.897
-0.313;9.826;-0.893
-0.26;9.883;-1.007
-0.198;9.938;-1.089
-0.22;9.948;-1.077
-0.272;9.984;-0.912
-0.402;9.785;-0.622
-0.289;9.502;-0.624
-0.27;9.462;-0.84
-0.421;9.596;-1.019
-0.433;9.768;-0.749
-0.45;9.84;-0.411
-0.502;9.751;-0.181
-0.567;9.574;-0.205
-0.529;9.44;-0.205
-0.428;9.304;-0.105
-0.366;9.091;0.392
-0.445;8.851;0.713
-0.407;8.691;1.024
-0.268;8.03;1.096
-0.299;7.24;1.252
-0.404;6.548;1.585
-0.435;5.923;1.731
-0.375;5.303;1.867
-0.39;4.575;2.159
-0.445;3.938;2.53
-0.292;3.641;2.688
0.026;3.936;2.688
0.11;4.17;3.373
0.076;4.115;5.36
0.026;4.151;7.161
-0.067;5.035;7.838
-0.383;6.696;6.809
-0.395;8.023;6.253
0.043;7.846;7.084
0.332;7.125;8.183
0.428;6.289;8.502
0.052;5.81;8.875
-0.332;5.559;9.536
-0.481;5.942;10.125
-0.088;6.658;10.163
0.241;6.687;9.845
0.294;6.158;9.967
0.387;5.231;10.51
0.483;4.608;10.908
0.423;4.573;11.061
0.39;5.358;10.788
0.464;5.564;9.885
0.416;4.783;9.402
0.249;2.755;10.185
0.471;2.468;10.695
0.241;4.884;10.53
-0.122;4.517;9.634
0.033;3.457;8.983
-0.019;3.792;9.909
-0.263;4.503;11.104
-0.567;4.807;10.661
-0.407;4.189;10.225
-0.107;3.165;11.71
0.38;2.806;12.744
0.699;4.393;11.808
0.464;3.84;11.138
0.237;3.328;12.486
0.107;3.612;13.565
0.155;4.917;11.719
0.011;4.168;10.779
-0.045;3.988;12.397
0.059;4.292;12.962
0,00000;4.273;12.091
0.215;4.307;11.834
0.392;4.213;12.354
0.354;4.271;12.581
0.344;4.462;12.325
0.282;4.498;12.246
0.129;4.537;12.493
0.028;4.367;12.629
0.028;4.345;12.378
0.117;4.352;11.952
0.179;4.192;11.844
0.311;4.039;11.88
0.433;3.984;11.763
0.418;4.043;11.451
0.411;4.355;11.09
0.464;4.501;10.944
0.529;4.537;10.788
0.445;4.611;10.47
0.39;4.826;10.197
0.402;5.162;9.943
0.304;5.145;9.61
0.069;5.456;9.191
-0.155;5.71;8.901
-0.117;5.439;8.691
-0.004;5.027;8.593
-0.081;4.807;8.169
-0.134;4.525;7.678
-0.045;4.13;6.873
0.138;3.72;6.239
0.045;3.624;5.518
0.047;3.849;4.944
0.265;4.276;3.986
0.735;4.867;2.99
1.273;5.159;2.734
1.424;5.248;3.229
1.254;5.458;3.536
1.144;5.966;2.921
0.89;5.901;1.86
0.462;5.897;1.019
0.131;6.007;0.881
-0.524;6.16;0.79
-0.644;6.663;0.244
-0.5;7.156;-0.653
-0.335;7.788;-1.412
-0.517;9.972;-1.68
-0.524;12.239;-1.893
-0.498;11.66;-1.055
-0.002;10.733;0.548
0.263;10.321;0.409
0.014;9.871;-1.163
-0.361;9.598;-2.26
-0.502;9.383;-2.255
-0.89;9.138;-1.745
-1.3;9.342;-1.077
-1.163;9.486;-0.577
-0.905;9.787;-0.512
-0.694;10.113;-0.567
-0.392;10.065;-0.512
-0.138;10.029;-0.457
0.004;9.993;-0.567
0.002;9.945;-0.596
-0.158;10.01;-0.213
-0.332;10.254;0.043
-0.591;10.357;-0.131
-0.821;10.043;-0.49
-0.569;9.392;-0.66
-0.229;9.342;-0.684
0.031;9.426;-0.972
0.035;9.66;-1.46
-0.009;9.737;-1.673
-0.055;9.55;-1.139
-0.148;9.277;-0.316
-0.265;9.17;-0.256
-0.45;9.088;-0.591
-0.454;8.724;-0.351
-0.447;7.922;0.284
-0.399;7.067;0.682
-0.308;6.699;1.632
-0.747;6.739;2.571
-0.869;6.751;1.903
-0.232;6.454;1.12
0.205;6.119;1.604
0.256;5.274;2.755
0.234;5.02;3.845
0.332;4.944;4.019
0.033;5.437;4.046
-0.404;5.545;4.17
-0.498;5.32;4.551
-0.26;4.905;4.728
-0.517;4.968;5.269
-0.768;5.044;6.569
-0.287;5.207;7.498
0.768;5.475;6.507
0.718;6.016;6.045
0.076;6.021;7.441
-0.028;5.777;9.572
-0.067;5.851;9.862
-0.44;6.138;9.165
-0.158;5.863;9.445
0.624;5.159;10.498
1.154;4.513;11.224
1.197;4.209;11.425
1.218;3.962;11.631
1.336;3.744;11.839
1.467;3.5;12.093
0.921;3.876;12.289
0.203;4.702;12.217
-0.023;4.156;11.485
0.476;2.233;11.399
0.72;2.286;11.928
0.423;4.431;12.201
0.555;4.221;10.91
0.893;3.929;9.469
1,00000;4.185;10.75
0.869;4.166;12.313
0.598;3.811;12.806
0.902;3.464;12.629
0.72;3.768;13.053
0.672;4.127;13.735
0.842;4,00000;14.032
0.933;4.015;13.769
0.794;4.039;13.81
0.545;4.288;14.229
0.536;4.237;14.245
0.775;4.453;13.905
0.828;4.539;13.544
0.699;4.448;13.525
0.61;4.319;13.606
0.371;4.189;13.235
0.205;4.115;12.749
0.177;3.998;12.318
0.114;3.943;11.889
0.023;4.043;11.669
0.11;4.221;11.6
0.335;4.417;11.504
0.438;4.484;11.257
0.383;4.501;10.989
0.282;4.565;10.7
0.246;4.601;10.233
0.134;4.434;9.749
0.193;4.288;9.019
0.356;4.18;8.018
0.294;4.043;7.319
0.158;3.608;7.043
0.114;3.095;6.924
0.059;2.703;6.56
-0.038;2.518;5.638
-0.203;2.806;4.637
-0.16;3.325;3.703
0.325;3.857;2.976
0.593;4.103;2.719
0.177;4.412;2.578
-0.342;4.592;2.073
-0.62;4.927;1.441
-0.624;5.171;1.046
-0.368;5.303;0.859
-0.131;5.504;0.687
0.038;6.146;0.227
0.141;7.398;-0.572
-0.062;9.466;-1.652
-0.478;10.98;-2.358
-1.338;11.284;-1.237
-1.443;11.593;0.763
-0.399;11.226;1.438
0.057;10.257;-0.069
0.663;8.956;-1.582
0.069;8.243;-2.49
-0.696;8.528;-2.406
-0.658;9.131;-1.977
-0.802;9.615;-2.03
-1.338;10.032;-2.188
-1.517;10.383;-1.415
-1.379;10.443;-0.718
-1.209;10.486;-1.283
-1.132;10.257;-1.874
-1.29;9.737;-1.563
-1.556;8.87;-1.134
-1.879;8.621;-1.3
-2.312;9.095;-0.919
-1.908;9.316;-0.189
-0.912;9.146;0.088
-0.464;9.534;-0.26
-0.325;10.213;-0.478
-0.069;10.415;-0.122
-0.383;9.792;0.28
-0.94;9.622;-0.155
-1.723;10.036;-0.828
-2.475;10.24;-0.751
-2.569;9.885;-0.323
-2.083;9.462;0.064
-1.415;9.443;-0.155
-1.125;9.919;-0.332
-0.95;10.278;-0.442
-0.782;10.18;-0.636
-1.007;9.878;-0.284
-1.027;9.747;-0.15
-0.873;10.247;-0.344
-0.883;10.676;-0.203
-0.876;10.367;0.49
-0.634;9.984;1.292
-0.129;9.395;1.225
0.304;9.445;0.912
0.833;9.589;1.158
1.494;9.426;1.106
2.061;9.605;0.009
2.229;10.472;-1.015
2.432;10.934;-0.837
2.351;10.867;-0.311
1.501;10.525;-0.038
0.656;10.063;0.064
0.011;10,00000;0.234
-0.04;9.871;0.124
0.411;9.522;-0.615
0.823;9.502;-0.955
0.725;9.763;-0.435
0.703;9.668;-0.038
0.857;9.622;-0.323
1.137;9.864;-0.502
1.57;10.144;0.011
1.968;10.225;0.186
2.111;9.929;-0.105
1.886;9.739;-0.452
1.707;9.751;-0.665
1.173;10.065;-0.567
0.572;10.616;-0.588
-0.062;11.135;-0.737
-0.541;11.492;-0.9
-0.792;10.807;-0.95
-0.878;10.151;-0.117
-0.823;9.359;0.146
-0.768;8.669;-0.15
-0.754;8.772;0.313
-0.495;9.11;-0.258
-0.612;9.301;-1.482
-0.857;9.548;-1.144
-0.555;9.577;-0.201
0.268;9.009;-0.086
0.09;9.624;-0.569
-1.757;10.656;1.06
-0.699;11.696;0.859
2.418;12.603;0.284
-0.519;10.436;-3.057
-0.318;9.045;-3.1
2.322;8.107;0.553
-0.009;9.296;4.029
-0.438;11.356;0.141
-1.661;11.09;-1.891
-1.142;10.036;-4.63
0.27;12.96;-8.674
-0.392;9.217;-2.87
0.476;6.28;0.888
0.426;7.846;0.651
-0.644;10.261;-0.237
-1.79;10.553;-1.802
-0.141;9.768;-4.872
0.701;11.538;-3.991
-1.17;12.735;-0.981
-3.249;13.067;0.679
-2.825;12.821;-0.799
-1.692;12.993;-1.065
-0.167;12.715;-0.33
-2.08;11.643;-0.459
-0.742;11.171;-1.874
0.44;10.008;-0.948
-0.567;7.975;-0.232
-1.872;11.664;-2.26
-1.771;14.652;-4.616
-2.446;13.249;-1.776
-2.138;10.242;0.861
-1.436;10.489;-1.285
-2.607;12.869;-5.616
2.753;10.877;0.368
1.321;7.716;1.999
0.107;7.393;-2.358
-4.728;7.541;-2.456
1.424;9.002;-3.708
0.114;7.407;-1.17
-1.573;6.44;0.11
-6.062;8.375;1.845
-6.395;9.124;2.971
-0.943;6.96;2.545
-2.648;1.264;2.253
-5.123;0.32;-0.447
-5.76;1.106;1.091
-5.391;1.367;5.14
-3.926;-0.165;5.502
-2.887;-0.639;6.409
-2.753;-1.592;6.842
-5.305;-2.25;6.658
-5.138;-2.53;9.847
-5.267;-1.295;8.506
-4.553;0.237;9.914
-4.118;0.962;9.385
-3.677;1.644;9.189
-3.682;2.839;9.924
-3.672;4.936;9.057
-3.007;6.68;7.501
-2.183;7.012;5.731
-2.133;6.431;8.449
-2.181;6.792;10.099
-2.274;7.58;8.25
0.071;8.356;5.423
7.848;14.487;7.307
1.872;9.816;9.991
-0.055;7.364;10.079
-0.325;4.8;8.145
1.417;5.502;6.857
-0.292;5.202;7.455
-1.058;7.228;8.186
-1.187;8.099;10.309
-1.07;6.794;8.928
-0.565;5.901;8.528
0.61;5.76;9.416
2.063;5.674;10.781
2.865;4.333;9.378
1.908;2.588;6.993
1.802;2.892;6.656
1.333;2.427;9.617
-2.341;2.288;15.28
0.845;1.546;12.349
0.541;2.348;10.666
-1.901;4.381;10.34
-2.071;5.396;9.847
-0.404;3.057;9.213
-1.431;4.166;9.917
-1.218;3.677;10.13
0.519;3.064;9.287
1.532;3.562;8.114
0.555;3.38;9.301
1.134;3.119;10.101
1.594;4.06;9.33
1.534;4.4;7.597
1.405;5.027;6.648
1.661;4.221;8.15
2.111;4.312;8.87
2.411;4.661;8.107
2.042;4.834;7.597
1.525;4.946;7.513
1.426;4.984;7.185
1.812;5.236;7.515
2.353;5.188;8.236
2.011;5.317;8.47
2.466;5.391;8.011
3.143;5.049;7.939
3.205;5.274;8.825
3.548;4.846;8.387
2.882;4.654;9.165
3.052;4.189;10.302
3.584;3.895;11.815
3.914;4.046;11.403
3.521;4.355;8.583
3.27;4.561;7.269
2.875;4.673;7.534
2.346;5.049;8.087
2.212;4.604;8.499
2.087;4.362;9.081
1.824;4.288;8.703
2.049;4.091;8.344
2.111;4.122;8.705
2.585;4.484;9.019
2.674;4.707;8.025
3.038;4.788;7.304
2.537;4.85;7.527
1.369;5.339;7.47
1.132;5.542;7.046
1.585;5.525;7.551
1.149;5.746;8.346
-0.344;6.701;8.308
0.392;6.603;7.417
1.333;5.612;7.625
2.825;4.422;7.714
3.981;4.312;8.672
2.729;3.931;12.234
-0.179;3.51;12.546
-0.751;4.108;11.889
-0.866;4.788;10.901
0.129;4.388;9.696
0.09;4.245;10.048
0.045;4.058;9.04
0.735;4.204;6.785
-0.567;4.925;7.178
-1.082;5.243;9.177
0.007;4.671;9.328
0.134;4.802;8.42
0.617;4.932;7.659
0.32;4.915;7.283
-0.409;5.099;7.283
-1.13;5.205;7.953
-1.012;5.408;7.087
-1.489;5.655;6.665
-1.881;5.916;6.794
-1.81;6.028;5.006
-2.399;6.213;8.502
-1.477;6.143;7.963
-1.345;6.016;6.73
-2.092;6.751;6.476
-1.96;6.842;6.538
-0.792;6.83;6.682
0.088;6.371;7.122
-0.112;6.047;7.64
-0.737;6.459;7.896
-1.113;6.694;7.941
0,00000;5.964;7.805
0.797;5.403;8.257
0.6;5.219;8.873
-0.347;5.274;9.524
-0.72;5.284;8.145
-0.507;4.599;8.842
0.493;4.687;8.985
-0.002;4.553;8.375
0.196;4.417;8.389
0.177;3.816;10.036
-0.509;4.41;8.964
-0.16;4.795;7.599
-0.385;4.802;7.819
-0.354;4.359;8.506
-0.936;4.623;9.088
-1.039;4.872;9,00000
-0.562;4.472;8.497
-0.339;4.204;8.638
-0.852;4.587;8.334
-0.732;4.764;7.709
-0.541;4.817;7.711
-0.6;4.798;8.576
-0.818;4.58;7.896
-1.386;4.788;6.869
-1.683;4.934;7.075
-1.551;4.726;8.02
-0.811;3.969;8.413
-0.78;3.555;7.673
-1.355;3.687;7.221
-1.977;4.257;7.453
-2.628;5.025;7.982
-2.889;5.248;7.905
-2.188;5.035;6.711
-2.224;5.121;7.295
-2.308;5.25;8.061
-2.478;5.339;8.854
-2.681;5.147;8.487
-2.015;4.927;7.513
-2.138;5.293;7.271
-1.714;5.367;7.769
-1.699;5.49;8.731
-2.047;5.533;9.785
-1.968;4.874;9.61
-1.237;5.025;8.063
-1.618;6.241;7.647
-3.196;8.645;7.987
-3.325;9.253;10.872
-1.374;8.904;9.22
-0.514;9.385;8.576
-0.284;9.031;9.364
-1.161;8.933;8.454
